Date,value_or_return
2025-05-02,0.004258522283498545
2025-05-05,-0.003422024908328547
2025-05-06,-0.0027434913137452943
2025-05-07,0.0029866561101856703
2025-05-08,0.00039446185669311795
2025-05-09,-0.00015910347370950984
2025-05-12,0.013665578004286916
2025-05-13,0.0029390405046154644
2025-05-14,-0.0011867831942732332
2025-05-15,0.005159162253494776
2025-05-16,0.0034029284331527077
2025-05-19,0.0003843722108110015
2025-05-20,-0.002550505797482061
2025-05-21,-0.011344868908394368
2025-05-22,0.0016380372316482372
2025-05-23,-0.002472108368628323
2025-05-27,0.012374340799218508
2025-05-28,-0.0039261837503031805
2025-05-29,0.0037627693868977907
2025-05-30,0.0004661379077435246
2025-06-02,0.0015490238720790028
2025-06-03,0.0021690661383957366
2025-06-04,0.003090784124139878
2025-06-05,-0.003323684778155256
2025-06-06,0.00214084500933609
2025-06-09,0.0012221480980940669
2025-06-10,0.003743247305075359
2025-06-11,0.0002515142904224721
2025-06-12,0.003840008977821885
2025-06-13,-0.0072465679612647715
2025-06-16,0.0035842166480428705
2025-06-17,-0.002505881242882424
2025-06-18,0.00021233810376841689
2025-06-20,-0.000774549675634062
2025-06-23,0.0060300836401177005
2025-06-24,0.0068883203925256264
2025-06-25,0.0004121100904359576
2025-06-26,0.005267645929338816
2025-06-27,0.0012241159285597547
2025-06-30,0.004357392666920479
2025-07-01,-0.0005416948810287314
2025-07-02,0.001653091026331932
2025-07-03,0.002601415605643309
2025-07-07,-0.005334152815838711
2025-07-08,-0.0005483703022481912
2025-07-09,0.0049715328123234315
2025-07-10,0.0014552642658527404
2025-07-11,-0.00381437274912233
2025-07-14,0.0008693004420590178
2025-07-15,-0.00363865610495151
2025-07-16,0.00262538464787343
2025-07-17,0.0031545975442355267
2025-07-18,0.00047271235635815145
2025-07-21,0.002395769326202668
2025-07-22,0.0009028537751802901
2025-07-23,0.0031541572987503486
2025-07-24,-0.0004575829877170312
2025-07-25,0.0033389278940956224
2025-07-28,-0.0009511655994141055
2025-07-29,0.0013095552042456937
2025-07-30,-0.0019311675881753532
